DATE,TIME,VOLUME,OPEN,CLOSE,MIN,MAX
11/30/2012,17:54:01,61,8.35,8.35,8.35,8.36
11/30/2012,17:53:01,134,8.4,8.4,8.39,8.405
11/30/2012,17:52:01,76,8.35,8.36,8.35,8.36
11/30/2012,17:51:01,132,8.32,8.32,8.31,8.33
11/30/2012,17:50:01,45,8.305,8.29,8.29,8.31
11/30/2012,17:49:01,146,8.34,8.35,8.34,8.36
11/30/2012,17:48:01,75,8.4,8.4,8.4,8.41
11/30/2012,17:47:01,126,8.35,8.355,8.35,8.36
11/30/2012,17:46:01,88,8.31,8.32,8.31,8.32
11/30/2012,17:45:01,47,8.29,8.305,8.29,8.305
11/30/2012,17:44:01,75,8.34,8.34,8.34,8.3499
11/30/2012,17:43:01,102,8.4,8.4064,8.4,8.41
11/30/2012,17:41:01,117,8.355,8.355,8.35,8.36
11/30/2012,17:40:01,88,8.315,8.315,8.31,8.32
11/30/2012,17:39:01,23,8.295,8.29,8.29,8.3
11/30/2012,17:38:01,44,8.34,8.34,8.34,8.35
11/30/2012,17:37:01,73,8.405,8.4,8.4,8.41
11/30/2012,17:36:01,117,8.34,8.355,8.34,8.36
11/30/2012,17:35:01,114,8.32,8.315,8.31,8.32
11/30/2012,17:34:01,31,8.295,8.295,8.29,8.3
11/30/2012,17:33:01,111,8.352,8.34,8.34,8.355
11/30/2012,17:32:01,79,8.4,8.405,8.4,8.41
11/30/2012,17:30:01,48,8.35,8.34,8.34,8.35
11/30/2012,17:29:01,83,8.31,8.32,8.31,8.32
11/30/2012,17:28:01,35,8.3,8.295,8.29,8.3
11/30/2012,17:27:01,42,8.35,8.352,8.35,8.36
11/30/2012,17:26:01,55,8.4,8.4,8.4,8.41
11/30/2012,17:24:01,99,8.36,8.35,8.34,8.36
11/30/2012,17:23:01,99,8.32,8.31,8.31,8.3709
11/30/2012,17:22:01,46,8.2915,8.3,8.29,8.3
11/30/2012,17:21:01,86,8.365,8.35,8.35,8.365
11/30/2012,17:20:01,85,8.4,8.4,8.4,8.41
11/30/2012,17:19:01,115,8.34,8.36,8.34,8.36
11/30/2012,17:18:01,73,8.31,8.315,8.31,8.32
11/30/2012,17:17:01,39,8.29,8.3,8.29,8.3
11/30/2012,17:16:01,103,8.36,8.365,8.35,8.37
11/30/2012,17:15:01,118,8.405,8.4,8.4,8.41
11/30/2012,17:14:01,65,8.35,8.345,8.34,8.35
11/30/2012,17:13:01,81,8.315,8.31,8.31,8.32
11/30/2012,17:12:01,22,8.295,8.295,8.29,8.3
11/30/2012,17:11:01,87,8.36,8.36,8.35,8.36
11/30/2012,17:10:01,88,8.4009,8.41,8.4,8.41
11/30/2012,17:09:01,64,8.35,8.35,8.34,8.35
11/30/2012,17:08:01,72,8.315,8.315,8.31,8.32
11/30/2012,17:07:01,25,8.295,8.295,8.29,8.3
11/30/2012,17:06:01,78,8.35,8.36,8.35,8.36
11/30/2012,17:05:01,98,8.4068,8.4009,8.4,8.4097
11/30/2012,17:04:01,90,8.345,8.34,8.34,8.35
11/30/2012,17:03:01,63,8.32,8.315,8.31,8.32
11/30/2012,17:02:01,73,8.295,8.295,8.29,8.3
11/30/2012,17:01:01,96,8.35,8.35,8.34,8.36
11/30/2012,17:00:01,77,8.4,8.4068,8.4,8.41
11/30/2012,16:59:01,71,8.35,8.345,8.34,8.35
11/30/2012,16:58:01,89,8.32,8.32,8.31,8.32
11/30/2012,16:57:01,55,8.3,8.291,8.29,8.3
11/30/2012,16:56:01,73,8.35,8.35,8.345,8.3599
11/30/2012,16:55:01,76,8.41,8.4,8.4,8.41
11/30/2012,16:54:01,65,8.345,8.35,8.34,8.35
11/30/2012,16:53:01,122,8.32,8.32,8.31,8.33
11/30/2012,16:52:01,24,8.3,8.295,8.29,8.3
11/30/2012,16:51:01,115,8.3499,8.35,8.34,8.36
11/30/2012,16:50:01,80,8.415,8.41,8.41,8.42
11/30/2012,16:49:01,48,8.35,8.345,8.34,8.35
11/30/2012,16:48:01,58,8.315,8.317,8.31,8.32
11/30/2012,16:47:01,39,8.29,8.297,8.29,8.3
11/30/2012,16:46:01,68,8.34,8.3499,8.34,8.3499
11/30/2012,16:45:01,66,8.42,8.415,8.41,8.42
11/30/2012,16:44:01,38,8.345,8.35,8.345,8.35
11/30/2012,16:43:01,86,8.31,8.32,8.31,8.32
11/30/2012,16:42:01,35,8.3,8.29,8.29,8.3
11/30/2012,16:41:01,93,8.345,8.34,8.34,8.345
11/30/2012,16:40:01,55,8.42,8.42,8.41,8.42
11/30/2012,16:39:01,83,8.34,8.3499,8.33,8.35
11/30/2012,16:38:01,64,8.31,8.315,8.31,8.32
11/30/2012,16:37:01,25,8.2964,8.3,8.29,8.3
11/30/2012,16:36:01,105,8.35,8.345,8.34,8.35
11/30/2012,16:35:01,111,8.4,8.42,8.4,8.42
11/30/2012,16:34:01,66,8.335,8.335,8.33,8.34
11/30/2012,16:33:01,113,8.305,8.31,8.3,8.32
11/30/2012,16:32:01,48,8.3,8.2964,8.29,8.3
11/30/2012,16:31:01,84,8.341,8.35,8.34,8.35
11/30/2012,16:30:01,147,8.41,8.401,8.4,8.415
11/30/2012,16:29:01,84,8.33,8.34,8.33,8.34
11/30/2012,16:28:01,79,8.305,8.305,8.3,8.31
11/30/2012,16:27:01,24,8.29,8.3,8.29,8.3
11/30/2012,16:26:01,65,8.3401,8.341,8.34,8.35
11/30/2012,16:25:01,55,8.415,8.41,8.41,8.415
11/30/2012,16:24:01,55,8.33,8.33,8.33,8.34
11/30/2012,16:23:01,65,8.31,8.305,8.3,8.31
11/30/2012,16:22:01,30,8.295,8.29,8.29,8.3
11/30/2012,16:21:01,119,8.3399,8.3401,8.335,8.35
11/30/2012,16:20:01,61,8.41,8.41,8.41,8.42
11/30/2012,16:19:01,134,8.33,8.33,8.32,8.34
11/30/2012,16:18:01,56,8.3,8.31,8.3,8.31
11/30/2012,16:17:01,62,8.29,8.295,8.2866,8.3
11/30/2012,16:16:01,92,8.335,8.34,8.33,8.34
11/30/2012,16:15:01,41,8.415,8.41,8.41,8.415
11/30/2012,16:14:01,95,8.33,8.325,8.32,8.33
11/30/2012,16:13:01,66,8.3,8.3,8.3,8.31
11/30/2012,16:12:01,50,8.287,8.29,8.287,8.29
11/30/2012,16:11:01,75,8.335,8.335,8.33,8.34
11/30/2012,16:10:01,43,8.415,8.415,8.41,8.42
11/30/2012,16:09:01,102,8.33,8.33,8.32,8.33
11/30/2012,16:08:01,66,8.305,8.3,8.3,8.31
11/30/2012,16:07:01,26,8.29,8.287,8.28,8.29
11/30/2012,16:06:01,79,8.335,8.339,8.33,8.34
11/30/2012,16:05:01,35,8.415,8.415,8.41,8.42
11/30/2012,16:04:01,134,8.325,8.33,8.32,8.33
11/30/2012,16:03:01,66,8.3048,8.305,8.3,8.31
11/30/2012,16:02:01,73,8.295,8.285,8.285,8.3
11/30/2012,16:01:01,97,8.325,8.335,8.32,8.335
11/30/2012,16:00:01,49,8.41,8.415,8.41,8.415
11/30/2012,15:59:01,74,8.325,8.32,8.32,8.33
11/30/2012,15:58:01,52,8.307,8.3048,8.3048,8.31
11/30/2012,15:57:01,37,8.29,8.3,8.29,8.3
11/30/2012,15:56:01,118,8.332,8.325,8.32,8.332
11/30/2012,15:55:01,46,8.41,8.41,8.41,8.42
11/30/2012,15:54:01,74,8.32,8.325,8.32,8.33
11/30/2012,15:53:01,84,8.29,8.307,8.29,8.31
11/30/2012,15:52:01,29,8.29,8.29,8.2801,8.29
11/30/2012,15:51:01,64,8.33,8.332,8.33,8.3399
11/30/2012,15:50:01,51,8.4101,8.41,8.41,8.42
11/30/2012,15:49:01,97,8.3233,8.32,8.32,8.33
11/30/2012,15:48:01,64,8.29,8.29,8.29,8.3
11/30/2012,15:47:01,28,8.285,8.29,8.283,8.29
11/30/2012,15:46:01,64,8.335,8.33,8.33,8.34
11/30/2012,15:45:01,58,8.41,8.42,8.41,8.42
11/30/2012,15:44:01,81,8.33,8.3233,8.32,8.33
11/30/2012,15:43:01,49,8.295,8.3,8.29,8.3
11/30/2012,15:42:01,27,8.29,8.285,8.28,8.29
11/30/2012,15:41:01,67,8.33,8.3348,8.33,8.3375
11/30/2012,15:40:01,33,8.42,8.419,8.41,8.42
11/30/2012,15:39:01,93,8.3197,8.33,8.31,8.33
11/30/2012,15:38:01,83,8.295,8.29,8.29,8.3
11/30/2012,15:37:01,19,8.29,8.29,8.2825,8.29
11/30/2012,15:36:01,85,8.33,8.33,8.33,8.3381
11/30/2012,15:35:01,62,8.415,8.42,8.41,8.42
11/30/2012,15:34:01,80,8.325,8.3197,8.31,8.325
11/30/2012,15:33:01,88,8.285,8.295,8.28,8.3
11/30/2012,15:32:01,37,8.285,8.29,8.28,8.29
11/30/2012,15:31:01,91,8.336,8.33,8.33,8.34
11/30/2012,15:30:01,47,8.41,8.415,8.41,8.415
11/30/2012,15:29:01,54,8.32,8.33,8.32,8.33
11/30/2012,15:28:01,70,8.28,8.285,8.28,8.29
11/30/2012,15:27:01,15,8.29,8.2818,8.28,8.29
11/30/2012,15:26:01,72,8.33,8.335,8.33,8.3364
11/30/2012,15:25:01,54,8.42,8.415,8.41,8.42
11/30/2012,15:24:01,57,8.32,8.32,8.32,8.33
11/30/2012,15:23:01,51,8.28,8.28,8.28,8.285
11/30/2012,15:22:01,30,8.29,8.29,8.2868,8.29
11/30/2012,15:21:01,65,8.33,8.33,8.33,8.34
11/30/2012,15:20:01,48,8.41,8.42,8.41,8.42
11/30/2012,15:19:01,49,8.32,8.32,8.32,8.33
11/30/2012,15:18:01,73,8.28,8.28,8.28,8.29
11/30/2012,15:17:01,29,8.29,8.29,8.285,8.29
11/30/2012,15:16:01,126,8.34,8.33,8.33,8.34
11/30/2012,15:15:01,28,8.415,8.41,8.41,8.42
11/30/2012,15:14:01,77,8.32,8.32,8.32,8.33
11/30/2012,15:13:01,72,8.289,8.28,8.28,8.29
11/30/2012,15:12:01,29,8.28,8.29,8.2758,8.29
11/30/2012,15:11:01,67,8.341,8.34,8.34,8.345
11/30/2012,15:10:01,56,8.415,8.42,8.41,8.42
11/30/2012,15:09:01,75,8.32,8.32,8.32,8.33
11/30/2012,15:08:01,53,8.28,8.289,8.28,8.2899
11/30/2012,15:07:01,29,8.2718,8.28,8.27,8.285
11/30/2012,15:06:01,66,8.34,8.34,8.34,8.348
11/30/2012,15:05:01,49,8.415,8.415,8.41,8.42
11/30/2012,15:04:01,56,8.32,8.32,8.32,8.325
11/30/2012,15:03:01,74,8.285,8.28,8.28,8.29
11/30/2012,15:02:01,33,8.27,8.28,8.27,8.28
11/30/2012,15:01:01,71,8.35,8.34,8.34,8.35
11/30/2012,15:00:01,64,8.41,8.415,8.41,8.42
11/30/2012,14:59:01,90,8.32,8.32,8.32,8.33
11/30/2012,14:58:01,113,8.28,8.285,8.275,8.29
11/30/2012,14:57:01,44,8.265,8.27,8.26,8.27
11/30/2012,14:56:01,66,8.34,8.34,8.34,8.35
11/30/2012,14:55:01,59,8.415,8.41,8.41,8.415
11/30/2012,14:54:01,52,8.33,8.32,8.32,8.33
11/30/2012,14:53:01,83,8.29,8.28,8.28,8.29
11/30/2012,14:52:01,59,8.26,8.269,8.255,8.27
11/30/2012,14:51:01,58,8.34,8.34,8.34,8.35
11/30/2012,14:50:01,69,8.41,8.415,8.41,8.415
11/30/2012,14:49:01,91,8.335,8.33,8.32,8.335
11/30/2012,14:48:01,29,8.29,8.29,8.29,8.3
11/30/2012,14:47:01,40,8.255,8.255,8.25,8.26
11/30/2012,14:46:01,82,8.34,8.34,8.34,8.3478
11/30/2012,14:45:01,56,8.405,8.41,8.4,8.41
11/30/2012,14:44:01,59,8.34,8.335,8.33,8.34
11/30/2012,14:43:01,63,8.29,8.29,8.29,8.3
11/30/2012,14:42:01,22,8.2526,8.255,8.25,8.26
11/30/2012,14:41:01,95,8.35,8.34,8.34,8.36
11/30/2012,14:40:01,45,8.405,8.4,8.4,8.408
11/30/2012,14:39:01,78,8.34,8.34,8.33,8.35
11/30/2012,14:38:01,75,8.29,8.29,8.29,8.3
11/30/2012,14:37:01,21,8.25,8.2526,8.25,8.26
11/30/2012,14:36:01,25,8.35,8.35,8.35,8.3599
11/30/2012,14:35:01,28,8.41,8.405,8.4,8.41
11/30/2012,14:34:01,62,8.343,8.34,8.34,8.35
11/30/2012,14:33:01,54,8.29,8.3,8.29,8.3
11/30/2012,14:32:01,19,8.25,8.26,8.25,8.26
11/30/2012,14:30:01,41,8.35,8.35,8.35,8.3558
11/29/2012,21:00:01,35,8.4,8.4,8.4,8.41
11/29/2012,20:59:01,85,8.34,8.35,8.34,8.35
11/29/2012,20:58:01,55,8.31,8.29,8.29,8.31
11/29/2012,20:57:01,27,8.25,8.2555,8.25,8.26
11/29/2012,20:56:01,58,8.355,8.35,8.35,8.355
11/29/2012,20:55:01,41,8.4099,8.41,8.4,8.41
11/29/2012,20:54:01,73,8.345,8.34,8.34,8.35
11/29/2012,20:53:01,57,8.3,8.3,8.3,8.31
11/29/2012,20:52:01,22,8.255,8.25,8.25,8.26
11/29/2012,20:51:01,59,8.355,8.35,8.35,8.355
11/29/2012,20:50:01,47,8.41,8.4099,8.4,8.41
11/29/2012,20:49:01,74,8.345,8.35,8.34,8.35
11/29/2012,20:48:01,59,8.3,8.3,8.29,8.3001
11/29/2012,20:47:01,40,8.255,8.25,8.25,8.26
11/29/2012,20:46:01,75,8.36,8.355,8.35,8.36
11/29/2012,20:45:01,36,8.41,8.41,8.4,8.41
11/29/2012,20:44:01,85,8.35,8.345,8.34,8.35
11/29/2012,20:43:01,48,8.3,8.3,8.29,8.3
11/29/2012,20:42:01,48,8.257,8.26,8.25,8.26
11/29/2012,20:41:01,108,8.36,8.36,8.35,8.362
11/29/2012,20:40:01,38,8.41,8.41,8.4,8.41
11/29/2012,20:39:01,75,8.345,8.35,8.34,8.35
11/29/2012,20:38:01,63,8.3,8.3,8.29,8.3
11/29/2012,20:37:01,20,8.25,8.257,8.25,8.26
11/29/2012,20:36:01,54,8.36,8.36,8.36,8.365
11/29/2012,20:35:01,47,8.4,8.41,8.4,8.41
11/29/2012,20:34:01,67,8.35,8.35,8.34,8.35
11/29/2012,20:33:01,76,8.29,8.3,8.29,8.305
11/29/2012,20:32:01,28,8.25,8.25,8.25,8.26
11/29/2012,20:31:01,61,8.36,8.36,8.36,8.368
11/29/2012,20:30:01,49,8.41,8.405,8.4,8.41
11/29/2012,20:29:01,103,8.345,8.35,8.34,8.35
11/29/2012,20:28:01,90,8.29,8.3,8.29,8.3
11/29/2012,20:27:01,48,8.26,8.25,8.25,8.26
11/29/2012,20:26:01,59,8.36,8.36,8.36,8.37
11/29/2012,20:25:01,62,8.4142,8.415,8.41,8.42
11/29/2012,20:24:01,86,8.345,8.345,8.34,8.35
11/29/2012,20:23:01,68,8.295,8.29,8.29,8.3
11/29/2012,20:22:01,31,8.25,8.2599,8.25,8.26
11/29/2012,20:21:01,63,8.4,8.4142,8.4,8.4167
11/29/2012,20:20:01,104,8.3345,8.345,8.33,8.35
11/29/2012,20:19:01,72,8.3,8.295,8.29,8.3043
11/29/2012,20:18:01,45,8.26,8.25,8.25,8.26
11/29/2012,20:17:01,116,8.37,8.36,8.36,8.37
11/29/2012,20:16:01,55,8.405,8.405,8.4,8.41
11/29/2012,20:15:01,53,8.335,8.34,8.33,8.34
11/29/2012,20:14:01,135,8.3,8.3,8.29,8.3
11/29/2012,20:13:01,43,8.25,8.26,8.25,8.26
11/29/2012,20:12:01,63,8.37,8.37,8.37,8.38
11/29/2012,20:11:01,33,8.4,8.405,8.4,8.41
11/29/2012,20:10:01,83,8.34,8.34,8.33,8.34
11/29/2012,20:09:01,86,8.3,8.3,8.3,8.31
11/29/2012,20:08:01,37,8.25,8.26,8.25,8.26
11/29/2012,20:07:01,31,8.37,8.37,8.37,8.3777
11/29/2012,20:06:01,42,8.405,8.4,8.4,8.405
11/29/2012,20:05:01,123,8.325,8.34,8.325,8.34
11/29/2012,20:04:01,62,8.305,8.3,8.3,8.31
11/29/2012,20:03:01,39,8.26,8.25,8.25,8.26
11/29/2012,20:02:01,30,8.375,8.37,8.37,8.38
11/29/2012,20:01:01,63,8.405,8.4099,8.4,8.41
11/29/2012,20:00:01,91,8.33,8.33,8.32,8.33
